Time,Day_of_week,Age_band_of_driver,Driving_experience,Type_of_vehicle,Road_surface_conditions,Light_conditions,Weather_conditions,Cause_of_accident,Accident_severity
20:41:00,Thursday,31-50,1-2yr,Other,Wet or damp,Darkness - lights lit,Cloudy,Driving carelessly,Slight Injury
20:41:00,Thursday,18-30,2-5yr,Automobile,Wet or damp,Daylight,Normal,Changing lane to the right,Slight Injury
20:41:00,Thursday,31-50,2-5yr,Other,Wet or damp,Daylight,Raining,Driving carelessly,Slight Injury
20:41:00,Thursday,31-50,1-2yr,Lorry (41?100Q),Wet or damp,Daylight,Raining,Driving under the influence of drugs,Slight Injury
10:04:00,Wednesday,31-50,5-10yr,Pick up upto 10Q,Dry,Daylight,Normal,No distancing,Slight Injury
10:04:00,Wednesday,31-50,5-10yr,Public (13?45 seats),Dry,Daylight,Normal,Changing lane to the left,Slight Injury
10:04:00,Wednesday,31-50,1-2yr,Automobile,Dry,Darkness - lights lit,Windy,No priority to vehicle,Slight Injury
20:30:00,Wednesday,18-30,5-10yr,Pick up upto 10Q,Wet or damp,Darkness - lights lit,Raining,Moving Backward,Slight Injury
20:30:00,Wednesday,18-30,2-5yr,Automobile,Wet or damp,Darkness - lights lit,Raining,Moving Backward,Slight Injury
20:30:00,Wednesday,18-30,5-10yr,Lorry (41?100Q),Dry,Darkness - lights lit,Normal,No distancing,Fatal injury
11:15:00,Friday,Over 51,Above 10yr,Automobile,Wet or damp,Daylight,Raining,Changing lane to the right,Slight Injury
11:15:00,Friday,31-50,Above 10yr,Lorry (41?100Q),Wet or damp,Daylight,Raining,Changing lane to the right,Slight Injury
11:15:00,Friday,31-50,2-5yr,Lorry (41?100Q),Snow,Darkness - lights lit,Other,Moving Backward,Slight Injury
16:36:00,Thursday,31-50,5-10yr,Lorry (41?100Q),Snow,Darkness - lights lit,Other,Driving carelessly,Slight Injury
16:36:00,Thursday,18-30,1-2yr,Public (13?45 seats),Dry,Daylight,Normal,Driving under the influence of drugs,Slight Injury
13:28:00,Monday,31-50,Above 10yr,Automobile,Dry,Daylight,Normal,No distancing,Slight Injury
13:28:00,Monday,18-30,5-10yr,Other,Dry,Daylight,Normal,No distancing,Slight Injury
19:28:00,Friday,31-50,2-5yr,Other,Dry,Darkness - lights lit,Normal,No priority to vehicle,Slight Injury
19:28:00,Friday,31-50,Above 10yr,Other,Dry,Darkness - lights lit,Normal,Driving to the left,Slight Injury
23:35:00,Saturday,Under 18,2-5yr,Automobile,Dry,Daylight,Normal,No priority to vehicle,Slight Injury
23:35:00,Saturday,Under 18,Above 10yr,Other,Dry,Daylight,Normal,No priority to vehicle,Slight Injury
23:35:00,Saturday,Under 18,Above 10yr,Lorry (41?100Q),Dry,Daylight,Normal,No priority to vehicle,Serious Injury
9:01:00,Wednesday,18-30,2-5yr,Public (12 seats),Wet or damp,Daylight,Normal,No distancing,Slight Injury
15:46:00,Thursday,31-50,Above 10yr,Lorry (41?100Q),Wet or damp,Daylight,Normal,Moving Backward,Slight Injury
15:46:00,Thursday,31-50,Above 10yr,Public (12 seats),Dry,Darkness - lights lit,Normal,Changing lane to the right,Serious Injury
20:10:00,Saturday,Under 18,Below 1yr,Lorry (41?100Q),Wet or damp,Darkness - lights lit,Normal,Driving carelessly,Slight Injury
21:46:00,Wednesday,31-50,Above 10yr,Other,Dry,Daylight,Normal,Changing lane to the left,Slight Injury
21:46:00,Wednesday,18-30,Above 10yr,Lorry (41?100Q),Dry,Daylight,Normal,No distancing,Slight Injury
21:20:00,Saturday,Under 18,5-10yr,,Wet or damp,Daylight,Normal,Changing lane to the right,Serious Injury
21:20:00,Saturday,Under 18,,Public (> 45 seats),Dry,Darkness - lights lit,Unknown,Driving under the influence of drugs,Serious Injury
5:49:00,Tuesday,Under 18,5-10yr,Lorry (41?100Q),Dry,Darkness - lights lit,Unknown,No distancing,Serious Injury
5:49:00,Tuesday,Under 18,5-10yr,Other,Dry,Daylight,Normal,Overturning,Slight Injury
5:49:00,Tuesday,18-30,Below 1yr,Other,Wet or damp,Darkness - lights lit,Normal,No distancing,Slight Injury
9:35:00,Monday,31-50,5-10yr,Automobile,Wet or damp,Darkness - lights lit,Normal,Changing lane to the right,Slight Injury
9:35:00,Monday,31-50,2-5yr,Lorry (41?100Q),Wet or damp,Daylight,Normal,No priority to vehicle,Slight Injury
18:39:00,Wednesday,Unknown,2-5yr,Pick up upto 10Q,Dry,Daylight,Normal,Changing lane to the right,Serious Injury
18:39:00,Wednesday,Under 18,2-5yr,Automobile,Dry,Darkness - lights lit,Normal,Changing lane to the left,Serious Injury
16:00:00,Wednesday,Over 51,2-5yr,,Dry,Daylight,Normal,No distancing,Fatal injury
16:00:00,Wednesday,18-30,Above 10yr,Other,Dry,Daylight,Normal,No priority to pedestrian,Fatal injury
13:09:00,Tuesday,31-50,2-5yr,Automobile,Dry,Daylight,Normal,Driving carelessly,Fatal injury
13:09:00,Tuesday,Over 51,1-2yr,Stationwagen,Dry,Daylight,Normal,No distancing,Fatal injury
20:30:00,Friday,Unknown,2-5yr,Other,Dry,Daylight,Normal,Driving carelessly,Slight Injury
20:30:00,Friday,Under 18,1-2yr,,Dry,Daylight,Normal,Driving carelessly,Serious Injury
19:00:00,Friday,Over 51,5-10yr,Ridden horse,Dry,Daylight,Normal,Moving Backward,Serious Injury
12:40:00,Saturday,Unknown,5-10yr,,Dry,Daylight,Normal,Overtaking,Slight Injury
18:12:00,Wednesday,31-50,2-5yr,Other,Dry,Daylight,Normal,No priority to vehicle,Slight Injury
18:12:00,Wednesday,31-50,Below 1yr,Lorry (41?100Q),Dry,Daylight,Normal,No priority to vehicle,Slight Injury
18:12:00,Wednesday,31-50,,Lorry (41?100Q),Dry,Daylight,Normal,Moving Backward,Slight Injury
18:12:00,Wednesday,18-30,Above 10yr,Lorry (41?100Q),Dry,Daylight,Normal,Overtaking,Slight Injury
7:50:00,Wednesday,18-30,1-2yr,Stationwagen,Dry,Daylight,Normal,Changing lane to the left,Slight Injury
7:50:00,Wednesday,18-30,5-10yr,Lorry (41?100Q),Dry,Daylight,Normal,Changing lane to the right,Slight Injury
10:16:00,Thursday,Under 18,1-2yr,Automobile,Dry,Daylight,Normal,Overtaking,Slight Injury
10:16:00,Thursday,Over 51,Above 10yr,Automobile,Dry,Daylight,Normal,Overloading,Slight Injury
23:05:00,Saturday,Over 51,Below 1yr,Pick up upto 10Q,Dry,Daylight,Normal,Other,Slight Injury
0:47:00,Sunday,18-30,2-5yr,Taxi,Dry,Daylight,Normal,No priority to vehicle,Slight Injury
0:47:00,Sunday,18-30,5-10yr,,Wet or damp,Daylight,Normal,Changing lane to the right,Slight Injury
10:30:00,Monday,18-30,5-10yr,Automobile,Dry,Darkness - no lighting,Normal,Moving Backward,Slight Injury
10:30:00,Monday,18-30,1-2yr,,Dry,Darkness - no lighting,Normal,Changing lane to the left,Slight Injury
13:01:00,Saturday,18-30,5-10yr,Long lorry,Dry,Darkness - no lighting,Normal,No priority to pedestrian,Slight Injury
13:01:00,Saturday,Over 51,,Public (12 seats),Dry,Darkness - no lighting,Normal,No distancing,Slight Injury
13:01:00,Saturday,Over 51,2-5yr,Pick up upto 10Q,Dry,Daylight,Normal,No priority to vehicle,Slight Injury
17:41:00,Monday,18-30,1-2yr,,Dry,Daylight,Normal,No distancing,Slight Injury
17:41:00,Monday,31-50,5-10yr,Other,Dry,Daylight,Other,No distancing,Slight Injury
17:41:00,Monday,31-50,2-5yr,Lorry (41?100Q),Dry,Daylight,Other,Moving Backward,Slight Injury
17:41:00,Monday,31-50,No Licence,Automobile,Wet or damp,Darkness - lights lit,Normal,Changing lane to the right,Slight Injury
17:25:00,Friday,31-50,Above 10yr,Pick up upto 10Q,Wet or damp,Darkness - lights lit,Normal,No priority to pedestrian,Slight Injury
17:25:00,Friday,Under 18,Above 10yr,Lorry (41?100Q),Dry,Darkness - lights lit,Normal,Moving Backward,Fatal injury
17:25:00,Friday,31-50,5-10yr,Lorry (41?100Q),Dry,Darkness - lights lit,Normal,Getting off the vehicle improperly,Fatal injury
17:25:00,Friday,31-50,2-5yr,Long lorry,Dry,Darkness - lights lit,Normal,Overtaking,Fatal injury
17:25:00,Friday,31-50,2-5yr,Public (> 45 seats),Dry,Darkness - lights lit,Normal,Overloading,Fatal injury
11:10:00,Sunday,18-30,Below 1yr,Public (> 45 seats),Wet or damp,Darkness - lights lit,Raining,Changing lane to the right,Slight Injury
11:10:00,Sunday,18-30,Above 10yr,Automobile,Wet or damp,Darkness - lights lit,Raining,Improper parking,Slight Injury
11:10:00,Sunday,31-50,Above 10yr,Automobile,Dry,Daylight,Normal,Other,Slight Injury
3:15:00,Saturday,18-30,2-5yr,Automobile,Dry,Daylight,Normal,Changing lane to the left,Slight Injury
3:15:00,Saturday,18-30,2-5yr,Other,Dry,Daylight,Normal,Changing lane to the right,Slight Injury
17:00:00,Tuesday,31-50,Above 10yr,Public (12 seats),Dry,Daylight,Normal,No priority to pedestrian,Slight Injury
17:00:00,Tuesday,Under 18,5-10yr,Automobile,Dry,Daylight,Normal,Overspeed,Slight Injury
17:10:00,Friday,31-50,Below 1yr,Stationwagen,Dry,Daylight,Normal,Changing lane to the left,Slight Injury
17:10:00,Friday,Under 18,Below 1yr,Automobile,Dry,Daylight,Normal,No priority to vehicle,Slight Injury
17:23:00,Tuesday,31-50,Below 1yr,Automobile,Dry,Daylight,Normal,Changing lane to the right,Slight Injury
17:23:00,Tuesday,31-50,5-10yr,Automobile,Dry,Daylight,Normal,No distancing,Slight Injury
18:00:00,Sunday,31-50,5-10yr,,Dry,Daylight,Normal,No priority to pedestrian,Slight Injury
23:35:00,Wednesday,31-50,5-10yr,,Dry,Daylight,Normal,No distancing,Serious Injury
23:35:00,Wednesday,31-50,5-10yr,Pick up upto 10Q,Dry,Daylight,Normal,No priority to vehicle,Serious Injury
14:59:00,Wednesday,Under 18,2-5yr,Turbo,Dry,Daylight,Normal,Other,Slight Injury
14:59:00,Wednesday,Under 18,5-10yr,Pick up upto 10Q,Dry,Darkness - lights lit,Normal,Driving carelessly,Slight Injury
14:59:00,Wednesday,Over 51,2-5yr,Other,Dry,Darkness - lights lit,Normal,Changing lane to the left,Slight Injury
14:40:00,Saturday,Unknown,Below 1yr,Stationwagen,Dry,Daylight,Normal,Driving carelessly,Slight Injury
14:40:00,Saturday,18-30,2-5yr,Pick up upto 10Q,Dry,Daylight,Normal,Changing lane to the left,Slight Injury
14:40:00,Saturday,18-30,2-5yr,Lorry (41?100Q),Dry,Daylight,Normal,No priority to vehicle,Slight Injury
12:48:00,Sunday,31-50,2-5yr,Lorry (41?100Q),Dry,Daylight,Normal,No distancing,Slight Injury
12:48:00,Sunday,18-30,5-10yr,Automobile,Dry,Daylight,Normal,Changing lane to the right,Slight Injury
12:48:00,Sunday,18-30,5-10yr,Automobile,Wet or damp,Daylight,Normal,Changing lane to the right,Serious Injury
12:48:00,Sunday,18-30,,Pick up upto 10Q,Wet or damp,Daylight,Raining,Driving at high speed,Serious Injury
12:48:00,Sunday,18-30,5-10yr,Pick up upto 10Q,Wet or damp,Daylight,Raining,No distancing,Serious Injury
18:40:00,Friday,18-30,2-5yr,Lorry (41?100Q),Dry,Daylight,Normal,Changing lane to the right,Slight Injury
18:40:00,Friday,18-30,Below 1yr,Public (12 seats),Dry,Daylight,Normal,Changing lane to the left,Slight Injury
11:11:00,Wednesday,18-30,1-2yr,Other,Dry,Darkness - lights lit,Normal,Getting off the vehicle improperly,Slight Injury
11:11:00,Wednesday,18-30,Below 1yr,Stationwagen,Dry,Daylight,Normal,Other,Slight Injury
7:50:00,Tuesday,Over 51,Above 10yr,Automobile,Dry,Daylight,Normal,Other,Slight Injury
7:50:00,Tuesday,18-30,Below 1yr,Automobile,Dry,Daylight,Normal,No distancing,Slight Injury
7:50:00,Tuesday,18-30,2-5yr,Lorry (41?100Q),Dry,Daylight,Normal,No priority to vehicle,Slight Injury
16:30:00,Tuesday,18-30,1-2yr,Stationwagen,Dry,Daylight,Normal,Overtaking,Slight Injury
16:30:00,Tuesday,31-50,5-10yr,Lorry (41?100Q),Dry,Daylight,Normal,No priority to pedestrian,Slight Injury
18:56:00,Monday,Under 18,Below 1yr,Public (> 45 seats),Dry,Daylight,Normal,No distancing,Slight Injury
18:56:00,Monday,Unknown,Below 1yr,Automobile,Dry,Daylight,Normal,Changing lane to the right,Slight Injury
18:13:00,Tuesday,18-30,Below 1yr,Automobile,Dry,Daylight,Normal,Driving carelessly,Slight Injury
18:13:00,Tuesday,31-50,1-2yr,Automobile,Dry,Daylight,Normal,Changing lane to the right,Slight Injury
18:13:00,Tuesday,31-50,5-10yr,,Dry,Daylight,Normal,Overtaking,Slight Injury
15:15:00,Sunday,18-30,2-5yr,Lorry (41?100Q),Dry,Daylight,Normal,Other,Slight Injury
15:15:00,Sunday,31-50,Below 1yr,Lorry (41?100Q),Dry,Daylight,Normal,Driving to the left,Slight Injury
15:15:00,Sunday,31-50,5-10yr,Automobile,Dry,Daylight,Normal,Driving at high speed,Slight Injury
10:12:00,Tuesday,18-30,5-10yr,Stationwagen,Dry,Daylight,Normal,Unknown,Slight Injury
19:25:00,Monday,31-50,5-10yr,Public (12 seats),Dry,Daylight,Normal,Changing lane to the right,Slight Injury
14:57:00,Friday,18-30,2-5yr,Public (12 seats),Dry,Daylight,Normal,No distancing,Slight Injury
14:57:00,Friday,31-50,Above 10yr,Automobile,Dry,Daylight,Normal,Other,Serious Injury
14:57:00,Friday,31-50,5-10yr,Public (12 seats),Dry,Daylight,Normal,No priority to vehicle,Serious Injury
8:30:00,Sunday,Under 18,Above 10yr,Public (12 seats),Dry,Daylight,Normal,Changing lane to the left,Serious Injury
22:05:00,Monday,Unknown,2-5yr,Lorry (41?100Q),Dry,Daylight,Normal,No priority to pedestrian,Serious Injury
22:05:00,Monday,18-30,Below 1yr,Automobile,Dry,Daylight,Normal,Overtaking,Serious Injury
15:30:00,Friday,18-30,Below 1yr,Lorry (41?100Q),Dry,Daylight,Normal,Driving carelessly,Serious Injury
15:30:00,Friday,Over 51,5-10yr,,Dry,Darkness - lights lit,Normal,No priority to vehicle,Slight Injury
15:30:00,Friday,Over 51,2-5yr,Automobile,Dry,Darkness - lights lit,Normal,No priority to pedestrian,Slight Injury
21:15:00,Sunday,31-50,Below 1yr,Stationwagen,Dry,Darkness - lights lit,Normal,Changing lane to the right,Slight Injury
21:15:00,Sunday,31-50,2-5yr,,Dry,Darkness - lights lit,Normal,Driving carelessly,Slight Injury
21:15:00,Sunday,18-30,5-10yr,,Dry,Daylight,Normal,Changing lane to the right,Slight Injury
21:15:00,Sunday,18-30,Above 10yr,Automobile,Wet or damp,Daylight,Raining,Changing lane to the right,Slight Injury
16:32:00,Monday,18-30,Above 10yr,Stationwagen,Wet or damp,Daylight,Raining,Changing lane to the left,Slight Injury
16:32:00,Monday,31-50,5-10yr,Automobile,Wet or damp,Daylight,Raining,Overturning,Slight Injury
16:32:00,Monday,Over 51,1-2yr,Other,Wet or damp,Daylight,Raining,Driving carelessly,Slight Injury
15:30:00,Friday,31-50,5-10yr,Other,Wet or damp,Daylight,Raining,No distancing,Slight Injury
15:30:00,Friday,31-50,5-10yr,Automobile,Wet or damp,Daylight,Raining,Driving carelessly,Slight Injury
14:45:00,Saturday,Over 51,1-2yr,Lorry (41?100Q),Dry,Daylight,Normal,Changing lane to the left,Slight Injury
19:30:00,Wednesday,31-50,5-10yr,Lorry (41?100Q),Dry,Daylight,Normal,No priority to vehicle,Slight Injury
19:30:00,Wednesday,Over 51,Above 10yr,Lorry (41?100Q),Dry,Daylight,Normal,Changing lane to the right,Slight Injury
16:56:00,Friday,Over 51,Below 1yr,Automobile,Wet or damp,Daylight,Normal,No distancing,Serious Injury
17:50:00,Monday,18-30,5-10yr,Automobile,Dry,Daylight,Normal,Moving Backward,Serious Injury
17:50:00,Monday,18-30,Above 10yr,Public (13?45 seats),Dry,Daylight,Normal,Moving Backward,Serious Injury
9:04:00,Tuesday,31-50,Below 1yr,Public (13?45 seats),Dry,Daylight,Normal,No distancing,Serious Injury
9:04:00,Tuesday,Over 51,1-2yr,Lorry (41?100Q),Dry,Daylight,Normal,No distancing,Serious Injury
10:40:00,Thursday,Over 51,Above 10yr,Lorry (41?100Q),Dry,Daylight,Normal,No distancing,Slight Injury
10:40:00,Thursday,Over 51,Above 10yr,Public (12 seats),Dry,Daylight,Normal,No priority to pedestrian,Slight Injury
21:15:00,Thursday,18-30,Above 10yr,Other,Dry,Daylight,Normal,Driving carelessly,Slight Injury
21:15:00,Thursday,18-30,No Licence,Lorry (41?100Q),Wet or damp,Daylight,Raining,Changing lane to the right,Slight Injury
16:00:00,Friday,Under 18,1-2yr,Automobile,Dry,Daylight,Normal,Changing lane to the left,Slight Injury
16:00:00,Friday,18-30,1-2yr,Other,Dry,Daylight,Normal,Driving carelessly,Slight Injury
16:00:00,Friday,31-50,Below 1yr,Motorcycle,Dry,Daylight,Normal,Driving carelessly,Slight Injury
19:30:00,Saturday,18-30,1-2yr,Automobile,Dry,Daylight,Normal,No distancing,Serious Injury
19:30:00,Saturday,18-30,2-5yr,Automobile,Dry,Daylight,Normal,Other,Serious Injury
19:30:00,Saturday,18-30,5-10yr,Lorry (41?100Q),Dry,Daylight,Normal,Changing lane to the right,Slight Injury
9:32:00,Sunday,31-50,Above 10yr,Automobile,Dry,Daylight,Normal,Changing lane to the right,Slight Injury
9:32:00,Sunday,18-30,2-5yr,Public (> 45 seats),Dry,Daylight,Normal,No distancing,Slight Injury
11:19:00,Wednesday,Over 51,Above 10yr,Lorry (41?100Q),Dry,Daylight,Normal,No distancing,Slight Injury
11:19:00,Wednesday,Over 51,5-10yr,Public (> 45 seats),Dry,Daylight,Normal,Overturning,Slight Injury
8:05:00,Friday,31-50,,Lorry (41?100Q),Dry,Daylight,Normal,Driving at high speed,Slight Injury
6:26:00,Friday,18-30,5-10yr,Lorry (41?100Q),Dry,Daylight,Normal,No priority to vehicle,Slight Injury
6:26:00,Friday,18-30,Below 1yr,Lorry (41?100Q),Dry,Daylight,Normal,No priority to pedestrian,Slight Injury
9:20:00,Thursday,18-30,2-5yr,Public (12 seats),Dry,Daylight,Normal,No priority to vehicle,Slight Injury
9:20:00,Thursday,18-30,2-5yr,Public (12 seats),Dry,Darkness - lights lit,Normal,Other,Slight Injury
9:25:00,Friday,31-50,2-5yr,Stationwagen,Dry,Daylight,Normal,Other,Slight Injury
9:25:00,Friday,31-50,2-5yr,Lorry (41?100Q),Dry,Daylight,Normal,Moving Backward,Slight Injury
17:50:00,Monday,Over 51,5-10yr,Automobile,Dry,Daylight,Normal,No distancing,Slight Injury
17:50:00,Monday,31-50,5-10yr,Pick up upto 10Q,Dry,Daylight,Normal,Moving Backward,Slight Injury
16:02:00,Sunday,31-50,Above 10yr,Automobile,Dry,Daylight,Normal,No priority to vehicle,Slight Injury
16:02:00,Sunday,Under 18,5-10yr,Public (13?45 seats),Dry,Darkness - lights lit,Normal,Driving carelessly,Slight Injury
15:36:00,Tuesday,31-50,5-10yr,Public (> 45 seats),Dry,Darkness - lights lit,Normal,No distancing,Slight Injury
15:36:00,Tuesday,Under 18,Above 10yr,Stationwagen,Dry,Darkness - lights lit,Normal,Other,Slight Injury
20:46:00,Saturday,18-30,,,Dry,Daylight,Normal,Changing lane to the right,Slight Injury
20:46:00,Saturday,18-30,5-10yr,Lorry (41?100Q),Dry,Daylight,Normal,No distancing,Slight Injury
7:25:00,Wednesday,31-50,5-10yr,Stationwagen,Dry,Daylight,Normal,Driving carelessly,Slight Injury
7:25:00,Wednesday,Under 18,Below 1yr,Lorry (41?100Q),Dry,Daylight,Normal,No distancing,Slight Injury
19:58:00,Sunday,Over 51,,Public (12 seats),Dry,Daylight,Normal,No priority to vehicle,Serious Injury
6:50:00,Wednesday,31-50,5-10yr,Lorry (41?100Q),Dry,Darkness - lights lit,Normal,Changing lane to the right,Serious Injury
6:50:00,Wednesday,Under 18,5-10yr,Other,Dry,Daylight,Normal,No priority to pedestrian,Serious Injury
12:08:00,Friday,18-30,Above 10yr,Stationwagen,Dry,Daylight,Normal,No priority to vehicle,Serious Injury
12:08:00,Friday,18-30,Above 10yr,Automobile,Dry,Daylight,Normal,Changing lane to the left,Slight Injury
12:08:00,Friday,Over 51,Above 10yr,Public (> 45 seats),Dry,Daylight,Normal,Turnover,Slight Injury
18:40:00,Tuesday,31-50,Above 10yr,Other,Dry,Daylight,Normal,Driving to the left,Slight Injury
18:40:00,Tuesday,Over 51,Above 10yr,Lorry (41?100Q),Dry,Daylight,Normal,Driving carelessly,Slight Injury
11:43:00,Sunday,Under 18,Above 10yr,Automobile,Dry,Daylight,Normal,Driving to the left,Serious Injury
11:43:00,Sunday,Over 51,5-10yr,Public (> 45 seats),Dry,Daylight,Normal,Driving carelessly,Serious Injury
12:00:00,Saturday,18-30,2-5yr,,Dry,Daylight,Normal,No priority to pedestrian,Serious Injury
12:00:00,Saturday,18-30,Below 1yr,Automobile,Dry,Daylight,Normal,Driving carelessly,Serious Injury
8:58:00,Friday,31-50,Below 1yr,Pick up upto 10Q,Dry,Daylight,Normal,Changing lane to the right,Serious Injury
8:20:00,Thursday,18-30,2-5yr,Public (12 seats),Dry,Daylight,Normal,Moving Backward,Serious Injury
23:10:00,Friday,18-30,Below 1yr,Lorry (41?100Q),Dry,Daylight,Normal,Driving carelessly,Serious Injury
23:10:00,Friday,31-50,Below 1yr,Lorry (41?100Q),Dry,Daylight,Normal,Changing lane to the right,Slight Injury
22:30:00,Sunday,18-30,,Lorry (41?100Q),Dry,Daylight,Normal,Driving carelessly,Slight Injury
22:30:00,Sunday,18-30,5-10yr,Public (13?45 seats),Dry,Daylight,Normal,Driving carelessly,Slight Injury
22:30:00,Sunday,18-30,Below 1yr,Lorry (41?100Q),Dry,Daylight,Normal,Driving carelessly,Slight Injury
22:30:00,Sunday,Over 51,Below 1yr,Lorry (41?100Q),Dry,Daylight,Normal,Changing lane to the right,Serious Injury
22:30:00,Sunday,Over 51,1-2yr,Motorcycle,Dry,Daylight,Normal,Changing lane to the right,Serious Injury
17:45:00,Tuesday,31-50,Above 10yr,Lorry (41?100Q),Dry,Daylight,Normal,Driving carelessly,Serious Injury
17:45:00,Tuesday,Unknown,Above 10yr,Ridden horse,Dry,Daylight,Normal,Overtaking,Serious Injury
17:45:00,Tuesday,Unknown,Below 1yr,Automobile,Dry,Daylight,Normal,Changing lane to the right,Slight Injury
14:30:00,Sunday,31-50,2-5yr,Lorry (41?100Q),Dry,Daylight,Normal,No distancing,Slight Injury
14:30:00,Sunday,Under 18,2-5yr,Pick up upto 10Q,Dry,Daylight,Normal,Other,Slight Injury
6:10:00,Friday,18-30,Above 10yr,Public (> 45 seats),Dry,Daylight,Normal,Changing lane to the right,Slight Injury
6:10:00,Friday,18-30,2-5yr,Stationwagen,Dry,Daylight,Normal,Changing lane to the right,Slight Injury
22:10:00,Wednesday,31-50,2-5yr,Automobile,Dry,Daylight,Normal,Overtaking,Slight Injury
22:10:00,Wednesday,31-50,1-2yr,Public (12 seats),Dry,Daylight,Normal,Other,Slight Injury
19:00:00,Tuesday,Over 51,5-10yr,Automobile,Dry,Daylight,Normal,Driving to the left,Slight Injury
19:00:00,Tuesday,31-50,Below 1yr,Automobile,Dry,Daylight,Normal,Overtaking,Slight Injury
18:25:00,Wednesday,18-30,Below 1yr,Automobile,Dry,Daylight,Normal,No priority to vehicle,Slight Injury
17:11:00,Sunday,31-50,,Lorry (41?100Q),Dry,Daylight,Normal,Moving Backward,Slight Injury
17:11:00,Sunday,31-50,Below 1yr,Automobile,Dry,Daylight,Normal,Other,Slight Injury
17:10:00,Thursday,31-50,1-2yr,Automobile,Dry,Daylight,Normal,No priority to vehicle,Slight Injury
17:10:00,Thursday,31-50,2-5yr,Public (12 seats),Dry,Daylight,Normal,No priority to pedestrian,Serious Injury
17:10:00,Thursday,Over 51,1-2yr,Taxi,Wet or damp,Darkness - lights lit,Raining,Changing lane to the right,Slight Injury
17:50:00,Friday,18-30,5-10yr,Automobile,Wet or damp,Darkness - lights lit,Raining,Changing lane to the right,Slight Injury
17:50:00,Friday,Under 18,Below 1yr,Public (12 seats),Wet or damp,Darkness - lights lit,Raining,Changing lane to the right,Slight Injury
8:25:00,Monday,Unknown,Above 10yr,Stationwagen,Dry,Daylight,Normal,Driving to the left,Serious Injury
13:00:00,Tuesday,18-30,5-10yr,Stationwagen,Dry,Daylight,Normal,Changing lane to the left,Serious Injury
13:00:00,Tuesday,Under 18,Below 1yr,Automobile,Dry,Daylight,Normal,Moving Backward,Serious Injury
23:45:00,Friday,Unknown,5-10yr,Lorry (41?100Q),Dry,Daylight,Normal,Driving at high speed,Serious Injury
23:45:00,Friday,18-30,5-10yr,Automobile,Dry,Daylight,Normal,Moving Backward,Serious Injury
23:45:00,Friday,18-30,2-5yr,Public (12 seats),Dry,Daylight,Normal,No distancing,Serious Injury
20:50:00,Tuesday,31-50,Above 10yr,Automobile,Dry,Daylight,Normal,Other,Slight Injury
20:50:00,Tuesday,18-30,5-10yr,Automobile,Dry,Daylight,Normal,No priority to vehicle,Slight Injury
10:54:00,Friday,31-50,1-2yr,Lorry (41?100Q),Dry,Daylight,Normal,Changing lane to the right,Slight Injury
16:50:00,Monday,18-30,5-10yr,Automobile,Dry,Daylight,Normal,Other,Slight Injury
16:50:00,Monday,Over 51,2-5yr,Motorcycle,Dry,Daylight,Normal,No distancing,Slight Injury
16:50:00,Monday,Over 51,Below 1yr,,Wet or damp,Daylight,Normal,Driving carelessly,Serious Injury
18:30:00,Sunday,Over 51,Below 1yr,Automobile,Dry,Daylight,Other,No distancing,Slight Injury
18:30:00,Sunday,Over 51,5-10yr,Automobile,Dry,Daylight,Other,Moving Backward,Slight Injury
18:30:00,Sunday,31-50,5-10yr,Automobile,Wet or damp,Daylight,Normal,No distancing,Slight Injury
18:30:00,Sunday,31-50,1-2yr,Public (> 45 seats),Wet or damp,Daylight,Normal,Moving Backward,Slight Injury
18:30:00,Sunday,31-50,,,Dry,Daylight,Normal,No priority to pedestrian,Slight Injury
15:50:00,Thursday,Unknown,Above 10yr,Automobile,Dry,Daylight,Normal,Changing lane to the left,Slight Injury
15:50:00,Thursday,31-50,1-2yr,Automobile,Dry,Daylight,Normal,No distancing,Slight Injury
15:40:00,Friday,Under 18,,Other,Dry,Daylight,Normal,Other,Slight Injury
15:40:00,Friday,Over 51,Above 10yr,Stationwagen,Dry,Daylight,Normal,No distancing,Slight Injury
7:50:00,Thursday,18-30,2-5yr,Lorry (41?100Q),Dry,Daylight,Normal,No priority to pedestrian,Slight Injury
7:50:00,Thursday,31-50,5-10yr,Taxi,Dry,Darkness - lights lit,Normal,Moving Backward,Serious Injury
17:05:00,Monday,31-50,Below 1yr,Other,Dry,Daylight,Normal,No priority to pedestrian,Slight Injury
15:25:00,Monday,31-50,5-10yr,Public (12 seats),Dry,Daylight,Normal,No distancing,Slight Injury
9:45:00,Monday,Over 51,Above 10yr,Automobile,Wet or damp,Daylight,Raining,No priority to pedestrian,Slight Injury
9:45:00,Monday,Over 51,5-10yr,Automobile,Wet or damp,Daylight,Raining,Driving carelessly,Slight Injury
9:45:00,Monday,Unknown,1-2yr,Public (13?45 seats),Wet or damp,Daylight,Raining,Getting off the vehicle improperly,Slight Injury
10:16:00,Friday,18-30,,Lorry (41?100Q),Wet or damp,Daylight,Raining,Driving carelessly,Slight Injury
8:54:00,Thursday,Over 51,1-2yr,Lorry (41?100Q),Dry,Daylight,Normal,Changing lane to the left,Slight Injury
13:00:00,Thursday,18-30,1-2yr,Lorry (11?40Q),Dry,Daylight,Normal,No priority to vehicle,Slight Injury
